# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
QG37_00054	GENE_QG37_00054	QG37_00054.t01		0	0	0	104	0	47	0	2	0	0	0	0	0	0	55
QG37_00054	QG37_00054	XM_018309675.1	protein_coding	0	0	0	104	0	47	0	0	2	0	0	0	0	0	55
QG37_00055	GENE_QG37_00055	QG37_00055.t01		0	0	0	114	0	58	0	0	0	0	0	0	0	0	56
QG37_00055	QG37_00055	XM_018309676.1	protein_coding	0	0	0	114	0	56	0	0	0	0	0	0	0	0	58
QG37_00056	GENE_QG37_00056	QG37_00056.t01		0	0	0	140	0	37	0	21	0	0	0	0	0	0	82
QG37_00056	QG37_00056	XM_018309677.1	protein_coding	0	0	0	140	0	82	0	0	21	0	0	0	0	0	37
QG37_00057	GENE_QG37_00057	QG37_00057.t01		0	0	0	120	0	77	0	0	0	0	0	0	0	0	43
QG37_00057	QG37_00057	XM_018309678.1	protein_coding	0	0	0	120	0	77	0	0	0	0	0	0	0	0	43
QG37_00058	GENE_QG37_00058	QG37_00058.t01		0	0	0	116	0	40	0	4	0	0	0	0	0	0	72
QG37_00058	QG37_00058	XM_018309679.1	protein_coding	0	0	0	116	0	72	0	0	4	0	0	0	0	0	40
QG37_00059	GENE_QG37_00059	QG37_00059.t01		0	0	0	120	0	69	0	0	0	0	0	0	0	0	51
QG37_00059	QG37_00059	XM_018309680.1	protein_coding	0	0	0	120	0	69	0	0	0	0	0	0	0	0	51
QG37_00060	GENE_QG37_00060	QG37_00060.t01		0	0	0	121	0	51	0	0	0	0	0	0	0	0	70
QG37_00060	QG37_00060	XM_018309681.1	protein_coding	0	0	0	121	0	70	0	0	0	0	0	0	0	0	51
QG37_00061	GENE_QG37_00061	QG37_00061.t01		0	0	0	131	0	61	0	3	0	0	0	0	0	0	67
QG37_00061	QG37_00061	XM_018309682.1	protein_coding	0	0	0	131	0	67	0	0	3	0	0	0	0	0	61
QG37_00062	GENE_QG37_00062	QG37_00062.t01		0	0	0	159	0	76	0	8	0	0	0	0	0	0	75
QG37_00062	QG37_00062	XM_018309683.1	protein_coding	0	0	0	159	0	75	0	0	8	0	0	0	0	0	76
QG37_00063	GENE_QG37_00063	QG37_00063.t01		0	0	0	181	0	91	0	7	0	0	0	0	0	0	83
QG37_00063	QG37_00063	XM_018309684.1	protein_coding	0	0	0	181	0	91	0	0	7	0	0	0	0	0	83
QG37_00064	GENE_QG37_00064	QG37_00064.t01		0	0	0	174	0	77	0	3	0	0	0	0	0	0	94
QG37_00064	QG37_00064	XM_018309685.1	protein_coding	0	0	0	174	0	94	0	0	3	0	0	0	0	0	77
QG37_00065	GENE_QG37_00065	QG37_00065.t01		0	0	0	161	0	94	0	5	0	0	0	0	0	0	62
QG37_00065	QG37_00065	XM_018309686.1	protein_coding	0	0	0	161	0	94	0	0	5	0	0	0	0	0	62
QG37_00066	GENE_QG37_00066	QG37_00066.t01		0	0	0	182	0	81	0	35	0	0	0	0	0	0	66
QG37_00066	QG37_00066	XM_018309687.1	protein_coding	0	0	0	182	0	81	0	0	35	0	0	0	0	0	66
QG37_00067	GENE_QG37_00067	QG37_00067.t01		0	0	0	179	0	66	0	43	0	0	0	0	0	0	70
QG37_00067	QG37_00067	XM_018309688.1	protein_coding	0	0	0	179	0	66	0	0	43	0	0	0	0	0	70
QG37_00068	GENE_QG37_00068	QG37_00068.t01		0	0	0	181	0	94	0	19	0	0	0	0	0	0	68
QG37_00068	QG37_00068	XM_018309689.1	protein_coding	0	0	0	181	0	68	0	0	19	0	0	0	0	0	94
QG37_00069	GENE_QG37_00069	QG37_00069.t01		0	0	0	170	0	95	0	9	0	0	0	0	0	0	66
QG37_00069	QG37_00069	XM_018309690.1	protein_coding	0	0	0	170	0	66	0	0	9	0	0	0	0	0	95
QG37_00070	GENE_QG37_00070	QG37_00070.t01		0	0	0	164	0	72	0	27	0	0	0	0	0	0	65
QG37_00070	QG37_00070	XM_018309691.1	protein_coding	0	0	0	164	0	72	0	0	27	0	0	0	0	0	65
QG37_00071	GENE_QG37_00071	QG37_00071.t01		0	0	0	149	0	48	0	36	0	0	0	0	0	0	65
QG37_00071	QG37_00071	XM_018309692.1	protein_coding	0	0	0	149	0	48	0	0	36	0	0	0	0	0	65
QG37_00072	GENE_QG37_00072	QG37_00072.t01		0	0	0	130	0	69	0	6	0	0	0	0	0	0	55
QG37_00072	QG37_00072	XM_018309693.1	protein_coding	0	0	0	130	0	55	0	0	6	0	0	0	0	0	69
QG37_00073	GENE_QG37_00073	QG37_00073.t01		0	0	0	178	0	89	0	33	0	0	0	0	0	0	56
QG37_00073	QG37_00073	XM_018309694.1	protein_coding	0	0	0	178	0	89	0	0	33	0	0	0	0	0	56
QG37_00074	GENE_QG37_00074	QG37_00074.t01		0	0	0	205	0	63	0	83	0	0	0	0	0	0	59
QG37_00074	QG37_00074	XM_018309695.1	protein_coding	0	0	0	205	0	59	0	0	83	0	0	0	0	0	63
QG37_00075	GENE_QG37_00075	QG37_00075.t01		0	0	0	156	0	58	0	7	0	0	0	0	0	0	91
QG37_00075	QG37_00075	XM_018309696.1	protein_coding	0	0	0	156	0	58	0	0	7	0	0	0	0	0	91
QG37_00076	GENE_QG37_00076	QG37_00076.t01		0	0	0	188	0	97	0	24	0	0	0	0	0	0	67
QG37_00076	QG37_00076	XM_018309697.1	protein_coding	0	0	0	188	0	67	0	0	24	0	0	0	0	0	97
QG37_00077	GENE_QG37_00077	QG37_00077.t01		0	0	0	132	0	63	0	5	0	0	0	0	0	0	64
QG37_00077	QG37_00077	XM_018309698.1	protein_coding	0	0	0	132	0	63	0	0	5	0	0	0	0	0	64
QG37_00078	GENE_QG37_00078	QG37_00078.t01		0	0	0	125	0	51	0	14	0	0	0	0	0	0	60
QG37_00078	QG37_00078	XM_018309699.1	protein_coding	0	0	0	125	0	51	0	0	14	0	0	0	0	0	60
QG37_00079	GENE_QG37_00079	QG37_00079.t01		0	0	0	113	0	59	0	12	0	0	0	0	0	0	42
QG37_00079	QG37_00079	XM_018309700.1	protein_coding	0	0	0	113	0	42	0	0	12	0	0	0	0	0	59
QG37_00080	GENE_QG37_00080	QG37_00080.t01		0	0	0	110	0	68	0	7	0	0	0	0	0	0	35
QG37_00080	QG37_00080	XM_018309701.1	protein_coding	0	0	0	110	0	35	0	0	7	0	0	0	0	0	68
QG37_00081	GENE_QG37_00081	QG37_00081.t01		0	0	0	135	0	54	0	10	0	0	0	0	0	0	71
QG37_00081	QG37_00081	XM_018309702.1	protein_coding	0	0	0	135	0	54	0	0	10	0	0	0	0	0	71
QG37_00082	GENE_QG37_00082	QG37_00082.t01		0	0	0	113	0	58	0	4	0	0	0	0	0	0	51
QG37_00082	QG37_00082	XM_018309703.1	protein_coding	0	0	0	113	0	51	0	0	4	0	0	0	0	0	58
QG37_00083	GENE_QG37_00083	QG37_00083.t01		0	0	0	109	0	50	0	1	0	0	0	0	0	0	58
QG37_00083	QG37_00083	XM_018309704.1	protein_coding	0	0	0	109	0	50	0	0	1	0	0	0	0	0	58
QG37_00084	GENE_QG37_00084	QG37_00084.t01		0	0	0	109	0	57	0	1	0	0	0	0	0	0	51
QG37_00084	QG37_00084	XM_018309705.1	protein_coding	0	0	0	109	0	51	0	0	1	0	0	0	0	0	57
QG37_00085	GENE_QG37_00085	QG37_00085.t01		0	0	0	112	0	56	0	0	0	0	0	0	0	0	56
QG37_00085	QG37_00085	XM_018309706.1	protein_coding	0	0	0	112	0	56	0	0	0	0	0	0	0	0	56
QG37_00086	GENE_QG37_00086	QG37_00086.t01		0	0	0	113	0	59	0	8	0	0	0	0	0	0	46
QG37_00086	QG37_00086	XM_018309707.1	protein_coding	0	0	0	113	0	59	0	0	8	0	0	0	0	0	46
QG37_00087	GENE_QG37_00087	QG37_00087.t01		0	0	0	97	0	62	0	0	0	0	0	0	0	0	35
QG37_00087	QG37_00087	XM_018309708.1	protein_coding	0	0	0	97	0	62	0	0	0	0	0	0	0	0	35
QG37_00088	GENE_QG37_00088	QG37_00088.t01		0	0	0	132	0	67	0	23	0	0	0	0	0	0	42
QG37_00088	QG37_00088	XM_018309709.1	protein_coding	0	0	0	132	0	67	0	0	23	0	0	0	0	0	42
QG37_00089	GENE_QG37_00089	QG37_00089.t01		0	0	0	119	0	68	0	0	0	0	0	0	0	0	51
QG37_00089	QG37_00089	XM_018309710.1	protein_coding	0	0	0	119	0	68	0	0	0	0	0	0	0	0	51
QG37_00090	GENE_QG37_00090	QG37_00090.t01		0	0	0	143	0	78	0	8	0	0	0	0	0	0	57
QG37_00090	QG37_00090	XM_018309711.1	protein_coding	0	0	0	143	0	78	0	0	8	0	0	0	0	0	57
QG37_00091	GENE_QG37_00091	QG37_00091.t01		0	0	0	132	0	63	0	1	0	0	0	0	0	0	68
QG37_00091	QG37_00091	XM_018309712.1	protein_coding	0	0	0	132	0	63	0	0	1	0	0	0	0	0	68
QG37_00092	GENE_QG37_00092	QG37_00092.t01		0	0	0	125	0	64	0	7	0	0	0	0	0	0	54
QG37_00092	QG37_00092	XM_018309713.1	protein_coding	0	0	0	125	0	54	0	0	7	0	0	0	0	0	64
QG37_00093	GENE_QG37_00093	QG37_00093.t01		0	0	0	141	0	60	0	15	0	0	0	0	0	0	66
QG37_00093	QG37_00093	XM_018309714.1	protein_coding	0	0	0	141	0	60	0	0	15	0	0	0	0	0	66
QG37_00095	GENE_QG37_00095	QG37_00095.t01		0	0	0	134	0	61	0	19	0	0	0	0	0	0	54
QG37_00095	QG37_00095	XM_018309715.1	protein_coding	0	0	0	134	0	54	0	0	19	0	0	0	0	0	61
QG37_00096	GENE_QG37_00096	QG37_00096.t01		0	0	0	120	0	60	0	19	0	0	0	0	0	0	41
QG37_00096	QG37_00096	XM_018309716.1	protein_coding	0	0	0	120	0	41	0	0	19	0	0	0	0	0	60
QG37_00097	GENE_QG37_00097	QG37_00097.t01		0	0	0	112	0	42	0	3	0	0	0	0	0	0	67
QG37_00097	QG37_00097	XM_018309717.1	protein_coding	0	0	0	112	0	42	0	0	3	0	0	0	0	0	67
QG37_00098	GENE_QG37_00098	QG37_00098.t01		0	0	0	168	0	79	0	26	0	0	0	0	0	0	63
QG37_00098	QG37_00098	XM_018309718.1	protein_coding	0	0	0	168	0	79	0	0	26	0	0	0	0	0	63
QG37_00099	GENE_QG37_00099	QG37_00099.t01		0	0	0	121	0	34	0	4	0	0	0	0	0	0	83
QG37_00099	QG37_00099	XM_018309719.1	protein_coding	0	0	0	121	0	83	0	0	4	0	0	0	0	0	34
QG37_00100	GENE_QG37_00100	QG37_00100.t01		0	0	0	130	0	88	0	5	0	0	0	0	0	0	37
QG37_00100	QG37_00100	XM_018309720.1	protein_coding	0	0	0	130	0	88	0	0	5	0	0	0	0	0	37
QG37_00101	GENE_QG37_00101	QG37_00101.t01		0	0	0	142	0	41	0	25	0	0	0	0	0	0	76
QG37_00101	QG37_00101	XM_018309721.1	protein_coding	0	0	0	142	0	76	0	0	25	0	0	0	0	0	41
QG37_00102	GENE_QG37_00102	QG37_00102.t01		0	0	0	136	0	66	0	2	0	0	0	0	0	0	68
QG37_00102	QG37_00102	XM_018309722.1	protein_coding	0	0	0	136	0	66	0	0	2	0	0	0	0	0	68
QG37_00103	GENE_QG37_00103	QG37_00103.t01		0	0	0	130	0	76	0	0	0	0	0	0	0	0	54
QG37_00103	QG37_00103	XM_018309723.1	protein_coding	0	0	0	130	0	54	0	0	0	0	0	0	0	0	76
QG37_00104	GENE_QG37_00104	QG37_00104.t01		0	0	0	204	0	82	0	36	0	0	0	0	0	0	86
QG37_00104	QG37_00104	XM_018309724.1	protein_coding	0	0	0	204	0	86	0	0	36	0	0	0	0	0	82
QG37_00105	GENE_QG37_00105	QG37_00105.t01		0	0	0	154	0	72	0	20	0	0	0	0	0	0	62
QG37_00105	QG37_00105	XM_018309725.1	protein_coding	0	0	0	154	0	72	0	0	20	0	0	0	0	0	62
QG37_00106	GENE_QG37_00106	QG37_00106.t01		0	0	0	132	0	82	0	4	0	0	0	0	0	0	46
QG37_00106	QG37_00106	XM_018309726.1	protein_coding	0	0	0	132	0	46	0	0	4	0	0	0	0	0	82
QG37_00107	GENE_QG37_00107	QG37_00107.t01		0	0	0	140	0	28	0	26	0	0	0	0	0	0	86
QG37_00107	QG37_00107	XM_018309727.1	protein_coding	0	0	0	140	0	28	0	0	26	0	0	0	0	0	86
QG37_00108	GENE_QG37_00108	QG37_00108.t01		0	0	0	100	0	25	0	5	0	0	0	0	0	0	70
QG37_00108	QG37_00108	XM_018309728.1	protein_coding	0	0	0	100	0	25	0	0	5	0	0	0	0	0	70
QG37_00109	GENE_QG37_00109	QG37_00109.t01		0	0	0	176	0	71	0	35	0	0	0	0	0	0	70
QG37_00109	QG37_00109	XM_018309729.1	protein_coding	0	0	0	176	0	70	0	0	35	0	0	0	0	0	71
QG37_00110	GENE_QG37_00110	QG37_00110.t01		0	0	0	93	0	72	0	2	0	0	0	0	0	0	19
QG37_00110	QG37_00110	XM_018309730.1	protein_coding	0	0	0	93	0	72	0	0	2	0	0	0	0	0	19
QG37_00111	GENE_QG37_00111	QG37_00111.t01		0	0	0	93	0	69	0	0	0	0	0	0	0	0	24
QG37_00111	QG37_00111	XM_018309731.1	protein_coding	0	0	0	93	0	69	0	0	0	0	0	0	0	0	24
QG37_00112	GENE_QG37_00112	QG37_00112.t01		0	0	0	94	0	63	0	0	0	0	0	0	0	0	31
QG37_00112	QG37_00112	XM_018309732.1	protein_coding	0	0	0	94	0	63	0	0	0	0	0	0	0	0	31
QG37_00113	GENE_QG37_00113	QG37_00113.t01		0	0	0	101	0	52	0	8	0	0	0	0	0	0	41
QG37_00113	QG37_00113	XM_018309733.1	protein_coding	0	0	0	101	0	52	0	0	8	0	0	0	0	0	41
QG37_00114	GENE_QG37_00114	QG37_00114.t01		0	1	0	106	0	42	0	3	0	1	0	0	0	0	62
QG37_00114	QG37_00114	XM_018309734.1	protein_coding	0	0	0	107	0	42	0	0	3	0	0	0	0	0	62
QG37_00115	GENE_QG37_00115	QG37_00115.t01		0	0	0	123	0	41	0	10	0	0	0	0	0	0	72
QG37_00115	QG37_00115	XM_018309735.1	protein_coding	0	0	0	123	0	41	0	0	10	0	0	0	0	0	72
QG37_00116	GENE_QG37_00116	QG37_00116.t01		0	0	0	102	0	51	0	2	0	0	0	0	0	0	49
QG37_00116	QG37_00116	XM_018309736.1	protein_coding	0	0	0	102	0	49	0	0	2	0	0	0	0	0	51
QG37_00117	GENE_QG37_00117	QG37_00117.t01		0	0	0	103	0	41	0	11	0	0	0	0	0	0	51
QG37_00117	QG37_00117	XM_018309737.1	protein_coding	0	0	0	103	0	41	0	0	11	0	0	0	0	0	51
QG37_00118	GENE_QG37_00118	QG37_00118.t01		0	0	0	87	0	40	0	5	0	0	0	0	0	0	42
QG37_00118	QG37_00118	XM_018309738.1	protein_coding	0	0	0	87	0	40	0	0	5	0	0	0	0	0	42
QG37_00119	GENE_QG37_00119	QG37_00119.t01		0	0	0	100	0	40	0	7	0	0	0	0	0	0	53
QG37_00119	QG37_00119	XM_018309739.1	protein_coding	0	0	0	100	0	53	0	0	7	0	0	0	0	0	40
QG37_00120	GENE_QG37_00120	QG37_00120.t01		0	0	0	88	0	50	0	2	0	0	0	0	0	0	36
QG37_00120	QG37_00120	XM_018309740.1	protein_coding	0	0	0	88	0	50	0	0	2	0	0	0	0	0	36
QG37_00121	GENE_QG37_00121	QG37_00121.t01		0	1	0	93	0	41	0	5	0	1	0	0	0	0	48
